Crypto Transactions,,,"To find out more information about our transaction reports, read our help article. https://help.swyftx.com.au/en/articles/4148319-understanding-the-transaction-report",,,,,,,,,,,,,,,,
Date,Time,Event,Asset,Amount,Currency,Value,Rate,AUD Value Fee,AUD Value,Fee Amount,Fee Asset,GST,ExGST,Deposited To,Withdrawn To,Withdrawal Fee,Reference,Transaction ID,UUID
21-12-2021,11:05:12,withdraw,AUD,2800,,,,0,2800,0, ,,,,"	100044345",,bsb:805050,"	35158204",wdl_QMHFVrJiSHbHgJ7hXHDuQc
22-12-2021,19:48:39,deposit,AUD,300,,,,0,300,0, ,,,"	116222676",,,bsb:802-985,,dep_MPQh3n4YteuUUjapsfHPFr
01-02-2022,12:47:02,affiliate,USD,8.32921233,,,,0,11.79,0, ,,,,,,,,
04-04-2022,19:49:11,affiliate,USD,6.58708042,,,,0,8.76,0, ,,,,,,,,
05-04-2022,07:30:00,sell,USD,14.916293,AUD,19.66094061,1.32604115,0.1186777,19.66094062,0.1186777,AUD,0.01,0.11,,,,,,ord_XF9hVhpUwFsxkGkqneQz4g
05-04-2022,07:30:13,sell,USD,0.00000012,AUD,0.00000016,1.32604115,0,0.00000017,0,USD,,,,,,,,ord_9DAv8bH8tQAkCs76iDHnhq
03-05-2022,19:12:47,affiliate,USD,1.47591003,,,,0,2.08,0, ,,,,,,,,
07-05-2022,09:57:40,sell,USD,1.47591,AUD,2.0720754,1.41240516,0.01250749,2.0720754,0.01250749,AUD,0,0.01,,,,,,ord_9ysptqgXu23qjScD6Thri8
07-05-2022,09:58:29,withdraw,AUD,2167.21,,,,0,2167.21,0, ,,,,"	100044345",,bsb:805050,"	52689371",wdl_Ddtubsd9MKJA1edCDKv2YK
06-06-2022,13:51:56,withdraw,AUD,1067.12,,,,0,1067.12,0, ,,,,"	100044345",,bsb:805050,"	54173696",wdl_UFneaY7W26D8RMdx5xDMp8
09-06-2022,20:45:17,affiliate,USD,0.37430792,,,,0,0.52,0, ,,,,,,,,
,,sub total,,,,,,0.52223358,,,,0.05,0.47,,,,,,
,,,,,,,,,,,,,,,,,,,
Opening Crypto Summary,,,,,,,,,,,,,,,,,,,
30-06-2021,14:30:00,open position,ETH,1.35449543,,,,,3851.267249,,,,,,,,,,
30-06-2021,14:30:00,open position,ADA,1204.838871,,,,,2123.516875,,,,,,,,,,
30-06-2021,14:30:00,open position,IOTA,0.0086076,,,,,0.00930132,,,,,,,,,,
30-06-2021,14:30:00,open position,LINK,28.65373366,,,,,717.1521754,,,,,,,,,,
30-06-2021,14:30:00,open position,VET,8005.37,,,,,906.4101297,,,,,,,,,,
30-06-2021,14:30:00,open position,RVN,0,,,,,0,,,,,,,,,,
30-06-2021,14:30:00,open position,SNT,0.33757298,,,,,0.03313357,,,,,,,,,,
30-06-2021,14:30:00,open position,DOGE,1020.80726,,,,,335.2562547,,,,,,,,,,
30-06-2021,14:30:00,open position,XTZ,0.00300312,,,,,0.01138978,,,,,,,,,,
30-06-2021,14:30:00,open position,ALGO,0.28491272,,,,,0.32470336,,,,,,,,,,
30-06-2021,14:30:00,open position,BNT,0.00980266,,,,,0.04185065,,,,,,,,,,
30-06-2021,14:30:00,open position,DOT,0.00435487,,,,,0.08969308,,,,,,,,,,
30-06-2021,14:30:00,open position,ARPA,0.06329324,,,,,0.00260846,,,,,,,,,,
30-06-2021,14:30:00,open position,OXT,0.00439479,,,,,0.00148019,,,,,,,,,,
30-06-2021,14:30:00,open position,CRV,0.00038629,,,,,0.00089426,,,,,,,,,,
30-06-2021,14:30:00,open position,AUDIO,0.04863051,,,,,0.04994246,,,,,,,,,,
30-06-2021,14:30:00,open position,OST,0.88006217,,,,,0.01253955,,,,,,,,,,
30-06-2021,14:30:00,open position,CTXC,0.00346793,,,,,0.00071345,,,,,,,,,,
30-06-2021,14:30:00,open position,REEF,0.94151487,,,,,0.01926545,,,,,,,,,,
30-06-2021,14:30:00,open position,TVK,0.25433409,,,,,0.03152479,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Opening Fiat Summary,,,,,,,,,,,,,,,,,,,
30-06-2021,14:30:00,open position,USD,9473.218077,,,,,12621.94236,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Closing Crypto Summary,,,,,,,,,,,,,,,,,,,
30-06-2022,14:29:59,open position,BTC,0.04440944,,,,,1223.293888,,,,,,,,,,
30-06-2022,14:29:59,open position,ADA,0.17951645,,,,,0.11401152,,,,,,,,,,
30-06-2022,14:29:59,open position,BNT,0,,,,,0,,,,,,,,,,
30-06-2022,14:29:59,open position,MATIC,0.26480018,,,,,0.16773415,,,,,,,,,,
30-06-2022,14:29:59,open position,OST,0.88006217,,,,,0.01253955,,,,,,,,,,
30-06-2022,14:29:59,open position,CTXC,0,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Closing Fiat Summary,,,,,,,,,,,,,,,,,,,
30-06-2022,14:29:59,open position,AUD,0.00547455,,,,,0.00547455,,,,,,,,,,
30-06-2022,14:29:59,open position,USD,0.37430794,,,,,0.54268876,,,,,,,,,,
